0,0 0 0,1 1 0,0 0 0,0 0 1
0.577, 0.569376 -0.231299  -42.5253,0 0 0,0 0 0, 0.794221 0.0527292  -43.3561
0.577, 0.569376 -0.231299  -42.5253,0 0 0,0 0 0, 0.794221 0.0527292  -43.3561
0.578, 0.569376 -0.231299  -42.5253,0 0 0,0 0 0, 0.794221 0.0527292  -43.3561
0.579, 0.569376 -0.231299  -42.5253,0 0 0,0 0 0, 0.794221 0.0527292  -43.3561
0.59, 0.569376 -0.231299  -42.5253,0 0 0,0 0 0, 0.794221 0.0527292  -43.3561
0.591, 0.569376 -0.231299  -42.5253,0 0 0,0 0 0, 0.794221 0.0527292  -43.3561
0.594, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.595, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.596, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.596, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.597, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.598, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.606, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.607, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.608, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.609, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.61, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.611, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.612, 0.766666 0.0904168  -39.2647, 0 -0  0, 0 -0  0, 1.07663   0.4528 -41.7381
0.616,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.623,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.625,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.626,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.626,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.627,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.628,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.629,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.63,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.64,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.641,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.642,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.643,0.941181 0.202725 -39.1045, 0 -0  0, 0 -0  0, 1.15147 0.377412 -44.0639
0.646,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.647,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.648,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.649,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.657,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.658,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.659,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.66,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.66,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.661,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.662,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.663,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.674,  1.37372 0.0233226  -40.2227, 0 -0  0, 0 -0  0, 1.59776 0.151535 -48.3655
0.677, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.678, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.68, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.681, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.682, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.683, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.684, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.69, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.691, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.692, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.693, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.694, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.695, 0 -0  0,   2.50701 -0.0732395   -47.1806,  2.64302 -0.258365  -44.4884, 0 -0  0
0.699, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.7, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.707, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.708, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.709, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.71, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.712, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.713, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.714, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.715, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.725, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.726, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.727, 0 -0  0,  3.38308 -0.983683  -54.2727, 1.94475    0.922 -51.8198, 0 -0  0
0.731, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.732, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.733, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.734, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.735, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.742, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.743, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.745, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.746, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.748, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.749, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.751, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.753, 0 -0  0,   1.8674 -0.436291  -50.8575,  1.45021 0.0831067  -48.4105, 0 -0  0
0.766, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.768, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.773, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.778, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.78, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.782, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.784, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.786, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.789, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.79, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.792, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.794, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.795, 0 -0  0,  1.07458 -0.458615   -46.848,  1.30169 -0.786062  -45.8503, 0 -0  0
0.8, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.801, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.802, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.803, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.804, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.805, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.806, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.808, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.809, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.81, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.811, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.818, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.82, 0 -0  0, 0.913582 -0.691054  -43.2806, 1.24236 -1.13968  -43.061, 0 -0  0
0.823, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.824, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.825, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.826, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.827, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.829, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.835, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.838, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.839, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.841, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.843, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.844, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.846, 0 -0  0,   1.0517 -0.843198  -40.4105,  1.4181 -1.32721 -41.0196, 0 -0  0
0.849, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.853, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.854, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.855, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.856, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.857, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.858, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.859, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.86, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.87, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.871, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.873, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.874, 0 -0  0, 0.777637 -0.674074  -40.8861, 1.10699 -1.09145 -42.3795, 0 -0  0
0.877, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.879, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.88, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.881, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.887, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.888, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.889, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.89, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.89, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.891, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.892, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.893, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.904, 0 -0  0, 0.617456 -0.091082  -43.0754, 0.939393 -0.481771  -45.4372, 0 -0  0
0.907,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.908,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.909,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.909,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.91,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.911,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.912,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.92,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.921,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.922,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.923,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.924,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.925,0.666842 0.524856 -44.0329, 0  0 -0, 0  0 -0,0.957949  0.89846 -47.3351
0.927, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.928, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.937, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.942, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.945, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.948, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.95, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.951, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.953, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.955, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.957, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.958, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.96, 1.18006  1.36653 -51.9611, 0  0 -0, 0  0 -0,-0.214944 -0.546719  -54.2754
0.966,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.967,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.968,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.969,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.97,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.972,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.973,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.974,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.976,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.977,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.978,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.979,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.98,-0.00263869    0.789691    -48.4591, 0  0 -0, 0  0 -0,-0.342459  0.306563  -50.8834
0.989,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
0.991,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
0.992,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
0.993,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
0.995,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
0.996,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
0.998,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
0.999,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
1.006,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
1.007,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
1.009,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
1.011,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
1.012,-0.383119  0.767461  -44.9719, 0  0 -0, 0  0 -0,-0.219724  0.959474  -47.9433
1.016,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.017,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.019,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.023,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.024,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.025,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.026,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.027,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.027,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.028,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.029,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.039,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.042,-0.0862883   0.943147   -41.6557, 0  0 -0, 0  0 -0,0.0780785   1.13034  -45.0916
1.044,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.045,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.046,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.047,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.048,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.049,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.056,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.057,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.059,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.06,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.061,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.063,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.064,0.521256 0.859131 -38.6228, 0  0 -0, 0  0 -0,0.763206  1.14235 -43.1221
1.067,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.077,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.078,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.079,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.08,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.08,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.081,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.082,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.084,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.094,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.095,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.096,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.098,0.845821 0.568149 -38.8847, 0  0 -0, 0  0 -0, 1.09213 0.842638 -44.5446
1.104, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.105, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.106, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.11, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.113, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.114, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.115, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.116, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.117, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.118, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.12, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.121, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.13, 1.31922 0.290011 -40.7906, 0  0 -0, 0  0 -0, 1.62353 0.621645  -47.751
1.133, 0  0 -0, 2.44103 0.678034 -47.3402, 2.55691 0.491127 -44.3662, 0  0 -0
1.134, 0  0 -0, 2.44103 0.678034 -47.3402, 2.55691 0.491127 -44.3662, 0  0 -0
1.135, 0  0 -0, 2.44103 0.678034 -47.3402, 2.55691 0.491127 -44.3662, 0  0 -0
