horizonLength,bezierHeight,delta,steps,pitch_ascension,offset,Pf,des_vel
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.164104 -0.145749    -0.003,   0.192008 -0.00417634   0.0558162
16,0.15,0.09,5,-0.389,    0 0.095     0,0.165143 0.143961   -0.003,   0.192008 -0.00417634   0.0558162
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.483739 -0.149727     0.087,  0.191979 -0.0042389  0.0559109
16,0.15,0.09,5,-0.389,    0 0.095     0,0.495117 0.131805    0.087,  0.191979 -0.0042389  0.0559109
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.164291 -0.145772    -0.003,  0.191979 -0.0042389  0.0559109
16,0.15,0.09,5,-0.389,    0 0.095     0,0.165044 0.143957   -0.003,  0.191979 -0.0042389  0.0559109
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.483541 -0.149835     0.087,   0.191955 -0.00429794   0.0559899
16,0.15,0.09,5,-0.389,    0 0.095     0,0.495302 0.131675    0.087,   0.191955 -0.00429794   0.0559899
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.164473 -0.145788    -0.003,   0.191955 -0.00429794   0.0559899
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164942 0.143961   -0.003,   0.191955 -0.00429794   0.0559899
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.483347 -0.149932     0.087,   0.191935 -0.00435363   0.0560534
16,0.15,0.09,5,-0.389,    0 0.095     0,0.495494 0.131556    0.087,   0.191935 -0.00435363   0.0560534
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.164649  -0.1458   -0.003,   0.191935 -0.00435363   0.0560534
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164838 0.143968   -0.003,   0.191935 -0.00435363   0.0560534
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.483158 -0.150021     0.087,    0.19192 -0.00440608    0.056102
16,0.15,0.09,5,-0.389,    0 0.095     0,0.495692 0.131445    0.087,    0.19192 -0.00440608    0.056102
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.164823 -0.14581   -0.003,    0.19192 -0.00440608    0.056102
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164732 0.143978   -0.003,    0.19192 -0.00440608    0.056102
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.482977 -0.150091     0.087,   0.191908 -0.00445511   0.0561359
16,0.15,0.09,5,-0.389,    0 0.095     0,0.495895 0.131353    0.087,   0.191908 -0.00445511   0.0561359
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.164998 -0.145808    -0.003,   0.191908 -0.00445511   0.0561359
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164621 0.143999   -0.003,   0.191908 -0.00445511   0.0561359
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.482803 -0.150162     0.087,   0.191902 -0.00450085   0.0561561
16,0.15,0.09,5,-0.389,    0 0.095     0,0.496102  0.13126    0.087,   0.191902 -0.00450085   0.0561561
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.165172 -0.145813    -0.003,   0.191902 -0.00450085   0.0561561
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164507 0.144014   -0.003,   0.191902 -0.00450085   0.0561561
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.482634 -0.150223     0.087,   0.191898 -0.00454311   0.0561633
16,0.15,0.09,5,-0.389,    0 0.095     0,0.496311 0.131175    0.087,   0.191898 -0.00454311   0.0561633
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.165345 -0.145816    -0.003,   0.191898 -0.00454311   0.0561633
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164386 0.144032   -0.003,   0.191898 -0.00454311   0.0561633
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.482469 -0.150288     0.087,   0.191899 -0.00458193   0.0561594
16,0.15,0.09,5,-0.389,    0 0.095     0,0.496519 0.131088    0.087,   0.191899 -0.00458193   0.0561594
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.165515 -0.145829    -0.003,   0.191899 -0.00458193   0.0561594
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164257 0.144039   -0.003,   0.191899 -0.00458193   0.0561594
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.48231 -0.150354     0.087,   0.191902 -0.00461745   0.0561448
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.49673 0.130999    0.087,   0.191902 -0.00461745   0.0561448
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.165686 -0.145849    -0.003,   0.191902 -0.00461745   0.0561448
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164125  0.14404   -0.003,   0.191902 -0.00461745   0.0561448
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.482184 -0.150419     0.087,  0.191908 -0.0046496  0.0561212
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.49697 0.130911    0.087,  0.191908 -0.0046496  0.0561212
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.165886 -0.145874    -0.003,  0.191908 -0.0046496  0.0561212
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164016 0.144035   -0.003,  0.191908 -0.0046496  0.0561212
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.482088 -0.150496     0.087,   0.191915 -0.00467851   0.0560941
16,0.15,0.09,5,-0.389,    0 0.095     0,0.497236 0.130811    0.087,   0.191915 -0.00467851   0.0560941
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.166114 -0.145918    -0.003,   0.191915 -0.00467851   0.0560941
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163931 0.144012   -0.003,   0.191915 -0.00467851   0.0560941
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.481996 -0.15057    0.087,  0.191924 -0.0047042  0.0560633
16,0.15,0.09,5,-0.389,    0 0.095     0,0.497501 0.130714    0.087,  0.191924 -0.0047042  0.0560633
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.166345 -0.145965    -0.003,  0.191924 -0.0047042  0.0560633
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163842 0.143986   -0.003,  0.191924 -0.0047042  0.0560633
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481909 -0.150642     0.087,  0.191933 -0.0047267  0.0560286
16,0.15,0.09,5,-0.389,    0 0.095     0,0.497766  0.13062    0.087,  0.191933 -0.0047267  0.0560286
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.166577 -0.146017    -0.003,  0.191933 -0.0047267  0.0560286
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163751 0.143955   -0.003,  0.191933 -0.0047267  0.0560286
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481826 -0.150713     0.087,   0.191944 -0.00474602   0.0559899
16,0.15,0.09,5,-0.389,    0 0.095     0,0.498031 0.130527    0.087,   0.191944 -0.00474602   0.0559899
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.166813 -0.146072    -0.003,   0.191944 -0.00474602   0.0559899
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163656 0.143921   -0.003,   0.191944 -0.00474602   0.0559899
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481749 -0.150781     0.087,   0.191956 -0.00476215   0.0559471
16,0.15,0.09,5,-0.389,    0 0.095     0,0.498297 0.130436    0.087,   0.191956 -0.00476215   0.0559471
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.167052 -0.146131    -0.003,   0.191956 -0.00476215   0.0559471
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.16356 0.143882   -0.003,   0.191956 -0.00476215   0.0559471
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481678 -0.150848     0.087,    0.19197 -0.00477509   0.0558998
16,0.15,0.09,5,-0.389,    0 0.095     0,0.498566 0.130347    0.087,    0.19197 -0.00477509   0.0558998
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.167296 -0.146195    -0.003,    0.19197 -0.00477509   0.0558998
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163462 0.143839   -0.003,    0.19197 -0.00477509   0.0558998
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481615 -0.150914     0.087,  0.191984 -0.0047848  0.0558482
16,0.15,0.09,5,-0.389,    0 0.095     0,0.498836 0.130259    0.087,  0.191984 -0.0047848  0.0558482
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.167546 -0.146264    -0.003,  0.191984 -0.0047848  0.0558482
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163364 0.143791   -0.003,  0.191984 -0.0047848  0.0558482
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.48156 -0.150979     0.087,   0.192001 -0.00479127   0.0557919
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.49911 0.130173    0.087,   0.192001 -0.00479127   0.0557919
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.167802 -0.146338    -0.003,   0.192001 -0.00479127   0.0557919
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163266 0.143738   -0.003,   0.192001 -0.00479127   0.0557919
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481514 -0.151044     0.087,   0.192018 -0.00479444   0.0557309
16,0.15,0.09,5,-0.389,    0 0.095     0,0.499388 0.130087    0.087,   0.192018 -0.00479444   0.0557309
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.168064 -0.146417    -0.003,   0.192018 -0.00479444   0.0557309
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163168 0.143679   -0.003,   0.192018 -0.00479444   0.0557309
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481476 -0.151108     0.087,   0.192037 -0.00479426   0.0556651
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.49967 0.130002    0.087,   0.192037 -0.00479426   0.0556651
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.168333 -0.146502    -0.003,   0.192037 -0.00479426   0.0556651
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163071 0.143614   -0.003,   0.192037 -0.00479426   0.0556651
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481448 -0.151172     0.087,   0.192058 -0.00479066   0.0555943
16,0.15,0.09,5,-0.389,    0 0.095     0,0.499956 0.129918    0.087,   0.192058 -0.00479066   0.0555943
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.168609 -0.146593    -0.003,   0.192058 -0.00479066   0.0555943
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162974 0.143543   -0.003,   0.192058 -0.00479066   0.0555943
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481466 -0.151237     0.087,    0.19208 -0.00478314   0.0555202
16,0.15,0.09,5,-0.389,    0 0.095     0,0.500282 0.129833    0.087,    0.19208 -0.00478314   0.0555202
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.168931 -0.146691    -0.003,    0.19208 -0.00478314   0.0555202
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162915 0.143464   -0.003,    0.19208 -0.00478314   0.0555202
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481516 -0.151305     0.087,   0.192102 -0.00477196   0.0554439
16,0.15,0.09,5,-0.389,    0 0.095     0,0.500634 0.129745    0.087,   0.192102 -0.00477196   0.0554439
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.169283 -0.146801    -0.003,   0.192102 -0.00477196   0.0554439
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162879 0.143374   -0.003,   0.192102 -0.00477196   0.0554439
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481598 -0.151374     0.087,   0.192124 -0.00475946   0.0553684
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.50101 0.129657    0.087,   0.192124 -0.00475946   0.0553684
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.169668 -0.146913    -0.003,   0.192124 -0.00475946   0.0553684
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162867 0.143281   -0.003,   0.192124 -0.00475946   0.0553684
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481683 -0.151455     0.087,   0.192146 -0.00474473   0.0552917
16,0.15,0.09,5,-0.389,    0 0.095     0,0.501387 0.129556    0.087,   0.192146 -0.00474473   0.0552917
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.170057 -0.147041    -0.003,   0.192146 -0.00474473   0.0552917
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162857 0.143172   -0.003,   0.192146 -0.00474473   0.0552917
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.481773 -0.15154    0.087,   0.192169 -0.00472743   0.0552137
16,0.15,0.09,5,-0.389,    0 0.095     0,0.501766 0.129453    0.087,   0.192169 -0.00472743   0.0552137
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.17045 -0.147177    -0.003,   0.192169 -0.00472743   0.0552137
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162846 0.143054   -0.003,   0.192169 -0.00472743   0.0552137
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.481869 -0.151627     0.087,   0.192193 -0.00470742    0.055134
16,0.15,0.09,5,-0.389,    0 0.095     0,0.502147 0.129348    0.087,   0.192193 -0.00470742    0.055134
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.170848 -0.14732   -0.003,   0.192193 -0.00470742    0.055134
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162835 0.142929   -0.003,   0.192193 -0.00470742    0.055134
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.48197 -0.151717     0.087,   0.192217 -0.00468458   0.0550522
16,0.15,0.09,5,-0.389,    0 0.095     0,0.50253 0.12924   0.087,   0.192217 -0.00468458   0.0550522
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.171251 -0.147471    -0.003,   0.192217 -0.00468458   0.0550522
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162825 0.142796   -0.003,   0.192217 -0.00468458   0.0550522
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.482077 -0.151809     0.087,   0.192241 -0.00465875   0.0549681
16,0.15,0.09,5,-0.389,    0 0.095     0,0.502913  0.12913    0.087,   0.192241 -0.00465875   0.0549681
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.171659 -0.14763   -0.003,   0.192241 -0.00465875   0.0549681
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162813 0.142654   -0.003,   0.192241 -0.00465875   0.0549681
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.482189 -0.151905     0.087,  0.192267 -0.0046298  0.0548816
16,0.15,0.09,5,-0.389,    0 0.095     0,0.503298 0.129018    0.087,  0.192267 -0.0046298  0.0548816
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.172072 -0.147797    -0.003,  0.192267 -0.0046298  0.0548816
16,0.15,0.09,5,-0.389,    0 0.095     0,  0.1628 0.142504   -0.003,  0.192267 -0.0046298  0.0548816
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.482344 -0.151994     0.087,   0.192293 -0.00459825   0.0547924
16,0.15,0.09,5,-0.389,    0 0.095     0,0.503721 0.128912    0.087,   0.192293 -0.00459825   0.0547924
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.172527 -0.147963    -0.003,   0.192293 -0.00459825   0.0547924
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162824 0.142354   -0.003,   0.192293 -0.00459825   0.0547924
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.482503 -0.152087     0.087,    0.19232 -0.00456402   0.0547008
16,0.15,0.09,5,-0.389,    0 0.095     0,0.504143 0.128803    0.087,    0.19232 -0.00456402   0.0547008
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.172986 -0.148137    -0.003,    0.19232 -0.00456402   0.0547008
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162845 0.142196   -0.003,    0.19232 -0.00456402   0.0547008
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.482674 -0.152177     0.087,   0.192347 -0.00452733   0.0546068
16,0.15,0.09,5,-0.389,    0 0.095     0,0.504573 0.128698    0.087,   0.192347 -0.00452733   0.0546068
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.173456 -0.148312    -0.003,   0.192347 -0.00452733   0.0546068
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162871 0.142036   -0.003,   0.192347 -0.00452733   0.0546068
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.482852 -0.152274     0.087,   0.192375 -0.00448809   0.0545116
16,0.15,0.09,5,-0.389,    0 0.095     0,0.505006 0.128586    0.087,   0.192375 -0.00448809   0.0545116
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.173932 -0.148498    -0.003,   0.192375 -0.00448809   0.0545116
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162899 0.141864   -0.003,   0.192375 -0.00448809   0.0545116
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.483059 -0.152365     0.087,   0.192403 -0.00444685    0.054416
16,0.15,0.09,5,-0.389,    0 0.095     0,0.505464  0.12848    0.087,   0.192403 -0.00444685    0.054416
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.174438 -0.148681    -0.003,   0.192403 -0.00444685    0.054416
16,0.15,0.09,5,-0.389,    0 0.095     0,0.162952 0.141694   -0.003,   0.192403 -0.00444685    0.054416
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.483302 -0.15246    0.087,   0.192431 -0.00440423   0.0543219
16,0.15,0.09,5,-0.389,    0 0.095     0,0.505959 0.128372    0.087,   0.192431 -0.00440423   0.0543219
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.174981 -0.14887   -0.003,   0.192431 -0.00440423   0.0543219
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163041 0.141518   -0.003,   0.192431 -0.00440423   0.0543219
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.483547 -0.152563     0.087,   0.192458 -0.00436122   0.0542295
16,0.15,0.09,5,-0.389,    0 0.095     0,0.506455 0.128254    0.087,   0.192458 -0.00436122   0.0542295
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.175528 -0.149069    -0.003,   0.192458 -0.00436122   0.0542295
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163133 0.141332   -0.003,   0.192458 -0.00436122   0.0542295
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.483786 -0.152671     0.087,   0.192485 -0.00431769   0.0541378
16,0.15,0.09,5,-0.389,    0 0.095     0,0.506942 0.128133    0.087,   0.192485 -0.00431769   0.0541378
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.176069 -0.149272    -0.003,   0.192485 -0.00431769   0.0541378
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163217 0.141141   -0.003,   0.192485 -0.00431769   0.0541378
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.484021 -0.15278    0.087,   0.192511 -0.00427371   0.0540471
16,0.15,0.09,5,-0.389,    0 0.095     0,0.507424  0.12801    0.087,   0.192511 -0.00427371   0.0540471
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.176607 -0.149478    -0.003,   0.192511 -0.00427371   0.0540471
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163295 0.140948   -0.003,   0.192511 -0.00427371   0.0540471
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.484256 -0.152891     0.087,   0.192537 -0.00422941   0.0539575
16,0.15,0.09,5,-0.389,    0 0.095     0,0.507906 0.127886    0.087,   0.192537 -0.00422941   0.0539575
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.177146 -0.149685    -0.003,   0.192537 -0.00422941   0.0539575
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163373 0.140752   -0.003,   0.192537 -0.00422941   0.0539575
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.484486 -0.152996     0.087,   0.192565 -0.00418304   0.0538634
16,0.15,0.09,5,-0.389,    0 0.095     0,0.508384 0.127768    0.087,   0.192565 -0.00418304   0.0538634
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.177679 -0.14989   -0.003,   0.192565 -0.00418304   0.0538634
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163445 0.140558   -0.003,   0.192565 -0.00418304   0.0538634
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.484725 -0.153107     0.087,    0.19259 -0.00413821   0.0537752
16,0.15,0.09,5,-0.389,    0 0.095     0,0.508869 0.127644    0.087,    0.19259 -0.00413821   0.0537752
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.178224 -0.150098    -0.003,    0.19259 -0.00413821   0.0537752
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163527 0.140361   -0.003,    0.19259 -0.00413821   0.0537752
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.484965 -0.153219     0.087,   0.192615 -0.00409361   0.0536891
16,0.15,0.09,5,-0.389,    0 0.095     0,0.509356 0.127519    0.087,   0.192615 -0.00409361   0.0536891
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.178771 -0.150306    -0.003,   0.192615 -0.00409361   0.0536891
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163611 0.140163   -0.003,   0.192615 -0.00409361   0.0536891
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.485206 -0.153331     0.087,    0.19264 -0.00404941   0.0536053
16,0.15,0.09,5,-0.389,    0 0.095     0,0.509843 0.127394    0.087,    0.19264 -0.00404941   0.0536053
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.179319 -0.150514    -0.003,    0.19264 -0.00404941   0.0536053
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163698 0.139965   -0.003,    0.19264 -0.00404941   0.0536053
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.485446 -0.153443     0.087,   0.192663 -0.00400582   0.0535242
16,0.15,0.09,5,-0.389,    0 0.095     0, 0.59033 0.127268    0.177,   0.192663 -0.00400582   0.0535242
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.17987 -0.150721    -0.003,   0.192663 -0.00400582   0.0535242
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163786 0.139768   -0.003,   0.192663 -0.00400582   0.0535242
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.485681 -0.153557     0.087,   0.192685 -0.00396341   0.0534484
16,0.15,0.09,5,-0.389,    0 0.095     0,0.590811 0.127141    0.177,   0.192685 -0.00396341   0.0534484
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.180417 -0.150927    -0.003,   0.192685 -0.00396341   0.0534484
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163871 0.139572   -0.003,   0.192685 -0.00396341   0.0534484
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.485919 -0.153672     0.087,   0.192706 -0.00392186   0.0533749
16,0.15,0.09,5,-0.389,    0 0.095     0,0.591298 0.127012    0.177,   0.192706 -0.00392186   0.0533749
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.180969 -0.151133    -0.003,   0.192706 -0.00392186   0.0533749
16,0.15,0.09,5,-0.389,    0 0.095     0,0.163964 0.139376   -0.003,   0.192706 -0.00392186   0.0533749
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.486156 -0.153789     0.087,  0.192726 -0.0038814   0.053305
16,0.15,0.09,5,-0.389,    0 0.095     0,0.591786 0.126881    0.177,  0.192726 -0.0038814   0.053305
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.181522 -0.151339    -0.003,  0.192726 -0.0038814   0.053305
16,0.15,0.09,5,-0.389,    0 0.095     0,0.16406 0.13918  -0.003,  0.192726 -0.0038814   0.053305
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.486401 -0.153908     0.087,   0.192745 -0.00384218    0.053239
16,0.15,0.09,5,-0.389,    0 0.095     0,0.592284 0.126748    0.177,   0.192745 -0.00384218    0.053239
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.182084 -0.151544    -0.003,   0.192745 -0.00384218    0.053239
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164168 0.138985   -0.003,   0.192745 -0.00384218    0.053239
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.486652 -0.154028     0.087,   0.192763 -0.00380431   0.0531778
16,0.15,0.09,5,-0.389,    0 0.095     0,0.592791 0.126614    0.177,   0.192763 -0.00380431   0.0531778
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.182655 -0.151748    -0.003,   0.192763 -0.00380431   0.0531778
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164288  0.13879   -0.003,   0.192763 -0.00380431   0.0531778
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.486901 -0.15415    0.087,   0.192779 -0.00376793   0.0531215
16,0.15,0.09,5,-0.389,    0 0.095     0,0.593298 0.126478    0.177,   0.192779 -0.00376793   0.0531215
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.183226 -0.151951    -0.003,   0.192779 -0.00376793   0.0531215
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164411 0.138597   -0.003,   0.192779 -0.00376793   0.0531215
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.487149 -0.154273     0.087,   0.192794 -0.00373316   0.0530703
16,0.15,0.09,5,-0.389,    0 0.095     0,0.593805  0.12634    0.177,   0.192794 -0.00373316   0.0530703
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.183797 -0.152152    -0.003,   0.192794 -0.00373316   0.0530703
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164538 0.138405   -0.003,   0.192794 -0.00373316   0.0530703
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.487393 -0.154399     0.087,  0.192807 -0.0037001  0.0530242
16,0.15,0.09,5,-0.389,    0 0.095     0,0.594313   0.1262    0.177,  0.192807 -0.0037001  0.0530242
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.184368 -0.152353    -0.003,  0.192807 -0.0037001  0.0530242
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164669 0.138214   -0.003,  0.192807 -0.0037001  0.0530242
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.487619 -0.154526     0.087,   0.192819 -0.00366897   0.0529825
16,0.15,0.09,5,-0.389,    0 0.095     0,0.594805 0.126057    0.177,   0.192819 -0.00366897   0.0529825
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.184923 -0.152552    -0.003,   0.192819 -0.00366897   0.0529825
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164787 0.138025   -0.003,   0.192819 -0.00366897   0.0529825
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.487827 -0.154655     0.087,   0.192831 -0.00364026   0.0529435
16,0.15,0.09,5,-0.389,    0 0.095     0,0.595284 0.125913    0.177,   0.192831 -0.00364026   0.0529435
16,0.15,0.09,5,-0.389,     0 -0.095      0,  0.18546 -0.152748    -0.003,   0.192831 -0.00364026   0.0529435
16,0.15,0.09,5,-0.389,    0 0.095     0,0.164894 0.137839   -0.003,   0.192831 -0.00364026   0.0529435
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.488035 -0.154786     0.087,   0.192841 -0.00361404   0.0529072
16,0.15,0.09,5,-0.389,    0 0.095     0,0.595767 0.125766    0.177,   0.192841 -0.00361404   0.0529072
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.185999 -0.152942    -0.003,   0.192841 -0.00361404   0.0529072
16,0.15,0.09,5,-0.389,    0 0.095     0,0.165007 0.137655   -0.003,   0.192841 -0.00361404   0.0529072
16,0.15,0.09,5,-0.389,     0 -0.095      0,0.488244 -0.15492    0.087,   0.192851 -0.00359037   0.0528739
16,0.15,0.09,5,-0.389,    0 0.095     0,0.596255 0.125615    0.177,   0.192851 -0.00359037   0.0528739
16,0.15,0.09,5,-0.389,     0 -0.095      0, 0.186539 -0.153135    -0.003,   0.192851 -0.00359037   0.0528739
